modeled_skill_count,external_skill_assignments,external_assignments_in_modeled_skill_space,pct_external_assignments_in_modeled_skill_space,external_unique_skills,external_unique_skills_in_modeled_skill_space,pct_external_unique_skills_in_modeled_skill_space
100,5586,2509,44.91586108127461,1939,99,5.105724600309438
