linkedin_url,Index,leadership,microsoft excel,microsoft office,project management,customer service,management,strategic planning,public speaking,data analysis,communication,financial analysis,microsoft word,marketing,teamwork,research,sales,social media,strategy,team leadership,finance,business strategy,time management,analytical skills,business development,marketing strategy,accounting,problem solving,program management,microsoft powerpoint,powerpoint,event planning,team building,financial modeling,operations management,social media marketing,sql,training,cross-functional team leadership,process improvement,analysis,business analysis,market research,financial reporting,organization skills,risk management,negotiation,investments,entrepreneurship,teaching,account management,python (programming language),budgets,leadership development,auditing,change management,digital marketing,business process improvement,product development,community outreach,public relations,portfolio management,advertising,critical thinking,project planning,financial accounting,new business development,fundraising,due diligence,interpersonal skills,customer relationship management (crm),banking,product management,management consulting,recruiting,coaching,valuation,corporate finance,tableau,sales management,event management,higher education,statistics,presentation skills,analytics,forecasting,presentations,team management,contract negotiation,supply chain management,business planning,nonprofits,start-ups,healthcare,strategic partnerships,internal controls,customer satisfaction,inventory management,writing,consulting,artificial intelligence (ai),competitive analysis,asset management,english,real estate,social networking,economics,machine learning,attention to detail,retail,private equity,mergers & acquisitions,military,product marketing,government,java,capital markets,data analytics,budgeting,human resources,editing,sales operations,email marketing,marketing communications,financial services,python,quickbooks,spanish,agile methodologies,go-to-market strategy,networking,procurement,continuous improvement,data visualization,relationship building,microsoft power bi,interpersonal communication,equities,financial planning,investment banking,r,contract management,financial statements,organizational leadership,customer experience,e-commerce,engineering,operational planning,written communication,collaborative problem solving,crm,military operations,six sigma,strategic thinking,vendor management,organizational development,account reconciliation,performance management,strategic communications,logistics management,policy analysis,program development,data entry,software development,tax,client relations,digital strategy,dod,stakeholder management,creative problem solving,fixed income,talent management,html,facebook,integrated marketing,manufacturing,market analysis,matlab,information technology,sarbanes-oxley act,venture capital,business intelligence,executive management,integration,loans,mergers,stata,online marketing,research skills,spss,credit,employee relations,investment management,online advertising,bloomberg,budget management,c++,credit analysis,javascript,nonprofit organizations,salesforce.com,security clearance,cloud computing,databases,university teaching,access,adobe photoshop,brand management,hospitals,logistics,employee training,healthcare management,insurance,policy,supply chain,easily adaptable,requirements analysis,business analytics,google analytics,investment properties,us gaap,brand development,cpa,lead generation,small business,commercial real estate,it strategy,merchandising,statistical data analysis,onboarding,outlook,quality assurance,graphic design,public policy,r (programming language),enterprise software,hedge funds,key performance indicators,non-profits,product strategy,adobe creative suite,business relationship management,digital media,gaap,marketing management,qualitative research,quantitative research,troubleshooting,alternative investments,business transformation,p&l management,photoshop,real estate transactions,securities,business process,customer retention,international relations,media relations,mergers & acquisitions (m&a),military experience,national security,search engine optimization (seo),blogging,derivatives,mentoring,cold calling,direct sales,lean manufacturing,sap,data science,employee engagement,payroll,sdlc,tax preparation,grant writing,internal audit,microsoft sql server,proposal writing,saas,software project management,supervisory skills,business-to-business (b2b),human resources (hr),microsoft outlook,volunteer management,conflict resolution,content strategy,general ledger,oral communication,personnel management,regulatory compliance,accounts payable,command,defense,hospitality,quantitative analytics,staff development,strategic leadership,bloomberg terminal,business management,clinical research,construction,copywriting,creative writing,customer engagement,data modeling,equity research,product launch,program evaluation,security,direct marketing,healthcare information technology,reporting & analysis,sports,testing,community development,hospitality industry,income tax,marketing research,property management,agile project management,business intelligence (bi),corporate tax,data mining,econometrics,energy,government contracting,multitasking,operational excellence,people management,scrum,web design,administration,business valuation,commercial banking,data management,food & beverage,medical devices,pricing strategy,purchasing,seo,accounts receivable,amazon web services (aws),bookkeeping,business,business administration,employee benefits,information security,managerial finance,mathematics,planning budgeting & forecasting,real estate development,skilled multi-tasker,software as a service (saas),strategic sourcing,tax accounting,customer insight,legal research,office administration,talent acquisition,asset allocation,commercial lending,financial risk,hospitality management,mortgage lending,organizational effectiveness,public health,storytelling,succession planning,trading,autocad,cash flow,data warehousing,hiring,international business,interviewing,project coordination,sharepoint,student development,telecommunications,visio,web analytics,curriculum development,jira,marketing analytics,photography,sap erp,student affairs,underwriting,user experience (ux),wealth management,windows,construction management,corporate development,credit risk,decision-making,digital transformation,enterprise architecture,lean six sigma,mysql,pricing,sas,solution selling,systems engineering,video editing,web development,wordpress,army,corporate communications,excel,forensic accounting,press releases,product design,programming,requirements gathering,retail sales,stakeholder engagement,strategic financial planning,video production,emotional intelligence,executive leadership,investment strategies,it management,latex,mutual funds,selling,technical support,variance analysis,applicant tracking systems,coaching & mentoring,financial markets,hotel management,information assurance,medicine,pivot tables,residential homes,risk assessment,sales process,sec filings,sourcing,spreadsheets,statistical modeling,brand strategy,canva,creative strategy,cross-functional collaborations,customer support,diversity & inclusion,generally accepted accounting principles (gaap),litigation,sellers,technical writing,tutoring,financial forecasting,generative ai,hotels,instructional design,journalism,legal writing,market planning,operations,quantitative finance,real estate economics,retail banking,sales presentations,scheduling,sports marketing,supply chain optimization,business insights,career development,cascading style sheets (css),cash management,cybersecurity,director level,engineering management,enterprise risk management,erp,executive coaching,external audit,growth strategies,interviews,microsoft access,renewable energy,retirement planning,sales processes,volunteering,benefits administration,big data,branding & identity,computer literacy,creativity and innovation,customer service management,disaster recovery,financial management,hipaa,international development,inventory control,investor relations,quality control,root cause analysis,software documentation,technical recruiting,transportation,treasury management,visual basic for applications (vba),aerospace,board of directors,client services,consumer products,content marketing,copy editing,customer acquisition,e-learning,education,emr,managed care,medical education,patient safety,peoplesoft,python (programming language,administrative assistance,adobe illustrator,air force,asset managment,bank reconciliation,branding,c#,community engagement,computer science,corporate governance,customer relations,emerging markets,financial advisory,financial audits,financial statement analysis,french,healthcare consulting,internal communications,it service management,loan origination,new home sales,politics,revenue analysis,sports management,strategic consulting,strategic initiatives,structured finance,sustainability,visual merchandising,academic advising,active directory,alteryx,b2b,c,design thinking,financial structuring,first time home buyers,fraud,health policy,intelligence analysis,linux,medicare,military training,network security,oracle,outsourcing,process engineering,professional services,sales enablement,social media communications,team motivation,acquisition integration,biotechnology,content management,curriculum design,force protection,governance,invoicing,large language models (llm),marketing campaigns,media planning,organizational design,philanthropy,phone etiquette,report writing,series 7,short sales,single family homes,accounts receivable (ar),admissions,agile & waterfall methodologies,bonds,business operations,consumer lending,data collection,earned value management,entertainment,facilitation,fashion,google ads,health insurance,hris,multi-channel marketing,news writing,optimization,options,product innovation,product lifecycle management,psychology,supply chain operations,trend analysis,user interface design,adobe indesign,b2b marketing,brokerage,cost accounting,cross-functional coordination,cross-team collaboration,data-driven decision making,deep learning,demand generation,design,figma (software),financial planning and analysis (fp&a),healthcare industry,hr policies,international logistics,itil,lecturing,life insurance,microsoft project,military logistics,mobile marketing,planning,project engineering,quality management,relationship management,rstudio,sales & marketing,segmentation,sponsorship,store management,training & development,workload prioritization,adaptability,adobe acrobat,adobe premiere pro,automation,buyer representation,chinese,confidentiality,consultative selling,consumer behavior,crisis communications,emergency management,enterprise resource planning (erp),estate planning,expert witness,foreclosures,git,hr management,internal audits,kaizen,litigation support,microsoft azure,natural language processing (nlp),organization,pmp,political science,predictive modeling,real estate financing,relocation,resorts,thought leadership,trade shows,training and development (hr),typing,unix,web applications,big data analytics,brand marketing,career counseling,collaborative leadership,competitive intelligence,corporate law,corporate strategy,crisis management,customer success,data center,database design,dcf valuation,deferred compensation,executive search,google adwords,grants,intercultural communication,investors,it audit,journal entries (accounting),key metrics,leases,mathematical modeling,month-end close process,navy,product road mapping,project implementation,relationship development,revenue recognition,software development life cycle (sdlc),system administration,tax research,time series analysis,u.s. generally accepted accounting principles (gaap),accounts payable (ap),acquisitions,active listening,automotive,brand awareness,business case preparation,business requirements,cash handling,compliance management,condos,corporate events,credit risk management,cross-cultural communication skills,database administration,economic research,educational leadership,ehr,github,html5,legal compliance,listings,mandarin,marketing automation,media strategy,mental health,mobile applications,ms project,operations research,performance improvement,pharmaceutical industry,pre-opening,predictive analytics,research design,restructuring,sem,small business lending,start-up leadership,surgery,top secret,web content writing,windows server,working with children,accounting standards,athletics,business alliances,civil litigation,college recruiting,corporate real estate,creative direction,data governance,data integration,disposition,final cut pro,fintech,food,front office,global sourcing,graphics,information security management,innovation management,macroeconomics,mechanical engineering,operational efficiency,operational risk management,pandas (software),performance metrics,php,project portfolio management,property & casualty insurance,resume writing,social entrepreneurship,social media strategy,survey design,tax compliance,tax law,trading systems,transportation management,videography,wealth management services,weapons,word,workforce planning,working with investors,5s,accountability,annual budgeting,build strong relationships,case management,catering,commercial insurance,compensation,compliance,computer security,demand planning,economic development,educational technology,executive-level communication,extract,food service,general ledgers,google docs,hr consulting,hubspot,human resources information systems (hris),investment advisory,key account management,load (etl),mobile devices,oracle applications,payroll processing,people development,process automation,research and development (r&d),residential real estate,science,shopper marketing,snowflake,social media advertising,social services,solidworks,special events,start-up ventures,strategic human resource planning,tax advisory,team coordination,tourism,transform,u.s. department of defense,user experience,warehousing,workshop facilitation,yield management,a/b testing,advertising sales,assurance,aviation,budgeting & forecasting,cash flow forecasting,classroom,clinical trials,computer-aided design (cad),content development,creativity skills,css,data structures,delegation,documentation,event marketing,eviews,foreign languages,google workspace,human capital management,indesign,internal medicine,international trade,investment analysis,investment research,lesson planning,life sciences,litigation consulting,marketing campaign management,marketing operations,microeconomics,new media,nursing,oncology,oracle database,personal development,petroleum,pmo,point of sale (pos) systems,process optimization,project finance,prompt engineering,quality improvement,qualtrics,real property,referrals,regression analysis,regulatory requirements,reo,rest apis,revenue & profit growth,risk analysis,sales and marketing,sarbanes-oxley,shipping,software implementation,supplier management,supplier negotiation,supplier relationship management,supply management,team development,vba,wireless,xml,accounts payable & receivable,adult education,algorithms,architecture,business acumen,business ownership,business process re-engineering,capital budgeting,cashiering,classroom management,client presentation,commercial litigation,community service,credit cards,customer loyalty,customer-focused service,dispute resolution,driving results,executive team,facebook marketing,fda,first aid,food and beverage operations,freight,front-end development,fund accounting,google sheets,influencer marketing,instagram,intellectual property,intelligence,international sales,internet recruiting,jquery,key account development,learning management systems,lease negotiations,market data,meeting planning,minitab,network administration,new business opportunities,new hire orientations,non-profit administration,office 365,payroll administration,performance marketing,political campaigns,postgresql,process scheduler,property,publishing,react.js,records management,reliability,resource allocation,restaurant management,search engine marketing (sem),shopify,statistical analysis,strategic financial management,survey research,tax returns,technical documentation,television,thinking skills,twitter,university lecturing,value stream mapping,warehouse operations,youth mentoring,affiliate marketing,business reviews,c (programming language),certified fraud examiner,clinical development,confluence,consumer behaviour,corporate branding,customer relationship management (crm,data engineering,data migration,deposits,direct mail,distance learning,diversity,early-stage startups,electronic trading,employment law,environmental,epidemiology,fitness,fixed assets,forensic analysis,fraud investigations,funding,geographic information systems (gis),google bigquery,google cloud platform (gcp),government relations,healthcare information technology (hit),high level of accuracy,hr transformation,ifrs,international tax,it operations,legislative relations,management accounting,media buying,microsoft power automate,microsoft power query,modeling,molecular biology,music,newsletters,object-oriented programming (oop),operational strategy,partner relationship management,peer mentoring,product requirements,production management,production planning,project estimation,public affairs,purchase orders,restaurants,sap implementation,sap products,series 63,social,software engineering,software testing,solution architecture,sports coaching,startups,student engagement,systems analysis,technical analysis,technology integration,tenacious work ethic,user acceptance testing,user experience design (ued),virtualization,visual studio
external_validation_index_1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
external_validation_index_2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
external_validation_index_3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
